Key:AttackName NVARCHAR(100),WasEditedForGame INT,Category NVARCHAR(100),ElementType NVARCHAR(100),Frequency NVARCHAR(100),Range NVARCHAR(100),AttackCategory NVARCHAR(100),NumOfTargets NVARCHAR(100),NumOfTurns NVARCHAR(100),AC NVARCHAR(100),Damage NVARCHAR(100),AttackEffects NVARCHAR(MAX),ExtraAffectType NVARCHAR(100),ExtraAffectResult NVARCHAR(100),LengthOfExtraAffect NVARCHAR(100),AccuracyCheckBonus NVARCHAR(100),AccuracyBonusType NVARCHAR(100),AccuracyBonusResult NVARCHAR(100),LengthOfBonusAffect NVARCHAR(100),FullRangeDescription NVARCHAR(MAX),ContestStats NVARCHAR(MAX),ContributedBy NVARCHAR(100)
Poison Sting,0,Physical,Poison,At-Will,Ranged (6),, 1 Target,,2,1d6+3,Poison Sting Poisons the target on 17-20 during Accuracy Check.,,,,,,,,"Ranged (6), 1 Target",Smart - 2d4 - Excitement,
Sludge Wave,0,Special,Poison,OncePerBattle,Ranged (4),, 1 Target,,2,4d12+16,Sludge Wave makes a Column 4-meters wide. Slime Wave Poisons all legal targets on 19-20 during Accuracy Check.,,,,,,,,"Ranged (4), 1 Target",Cool - 3d4 - No Effect,
Toxic,0,Effect,Poison,OncePerBattle,Ranged (4),, 1 Target,,4,-,The target is Badly Poisoned.,,,,,,,,"Ranged (4), 1 Target",Smart - 2d4 - Excitement,
Venoshock,0,Special,Poison,OncePerBattle,Ranged (4),, 1 Target,,2,3d8+10,"If the target is Poisoned, Venoshock has a Damage Dice Roll of 5d12+22 instead.",,,,,,,,"Ranged (4), 1 Target",Smart - 2d4 - Incentives,
Confusion,0,Special,Psychic,At-Will,Ranged (10),, 1 Target,,2,2d8+6,Confusion Confuses the target on 19-20 during Accuracy Check.,,,,,,,,"Ranged (10), 1 Target",Smart - 3d4 - No Effect,
Dream Eater,0,Special,Psychic,EOT,Melee,, 1 Target,,2,4d12+16,"Dream Eater can only target a Pokemon who is Asleep. After the target takes damage, the user gains HP equal to half of the damage they dealt to the target. *Grants: Dream Smoke",,,,,,,,"Melee, 1 Target",Smart - 1d4 - Good Show!,
Extrasensory,0,Special,Psychic,EOT,Ranged (5),, 1 Target,,2,3d10+12,Extrasensory Flinches the target on 19-20 during Accuracy Check.,,,,19,,Flinches,,"Ranged (5), 1 Target",Cool - 2d4 - Round Starter,
Guard Split,0,Effect,Psychic,OncePerBattle,Melee,, 1 Target,,0,-,"Choose between Defense and Special Defense. The target reveals the value of whichever stat you chose, and then adds it to the user's stat of the same choice. Divide the total by two and call the result X. For the remainder of the encounter, the target and the user's stat that you chose is X.",,,,,,,,"Melee, 1 Target",Cute - None - Inversed Appeal,
Guard Swap,0,Effect,Psychic,OncePerBattle,Melee,, 1 Target,,0,-,"The user trades the stat value of their Defense and Special Defense, for the target's Defense and Special Defense for the rest of the encounter. Combat Stages are not traded. Guard Swap cannot miss.",,,,,,,,"Melee, 1 Target",Cute - None - Inversed Appeal,
Heal Block,0,Effect,Psychic,EOT,Ranged (10),, 1 Target,,2,-,"For 1d4+1 turns, the target may not gain HP by itself or be healed.",,,,,,,,"Ranged (10), 1 Target",Cute - 2d4 - Hold That Thought,
Heart Stamp,0,Physical,Psychic,EOT,Melee,, 1 Target,,2,2d10+8,Heart Stamp Flinches the target on 15-20 during Accuracy Check.,,,,15,,Flinches,,"Melee, 1 Target",Cute - 3d4 - No Effect,
Hypnosis,0,Effect,Psychic,OncePerBattle,Ranged (4),, 1 Target,,6,-,The target falls Asleep.,,,,,,,,"Ranged (4), 1 Target",Smart - 2d4 - Excitement,
Imprison,0,Effect,Psychic,OncePerBattle,Ranged (10),, 1 Target,,0,-,The target is Locked. A Locked target may not use any Moves the user knows. Each user may only make 1 target Locked at a time. Using Imprison on a new target transfers Locked to the new target. Imprison cannot miss.,,,,,,,,"Ranged (10), 1 Target",Smart - 1d4 - Good Show!,
Lunar Dance,0,Effect,Psychic,Center,Ranged (25),, 1 Target,,0,-,Set the user's HP to 0. The target is treated as if it had been healed at a Pokemon Center. Lunar Dance may target a pokemon in a poke ball as long as they immediately join the encounter or are sent out.,,,,,,,,"Ranged (25), 1 Target",Beauty - None - Torrential Appeal,
Power Split,0,Effect,Psychic,OncePerBattle,Melee,, 1 Target,,0,-,"Choose between Attack and Special Attack. The target reveals the value of whichever stat you chose, and then adds it to the user's stat of the same choice. Divide the total by two and call the result X. For the remainder of the encounter, the target and the user's stat that you chose is X.",,,,,,,,"Melee, 1 Target",Beauty - None - Inverse Appeal,
Power Swap,0,Effect,Psychic,OncePerBattle,Melee,, 1 Target,,0,-,"The user trades the stat value of their Attack and Special Attack, for the target's Attack and Special Attack for the rest of the encounter. Combat Stages are not traded. Power Swap cannot miss.",,,,,,,,"Melee, 1 Target",Beauty - None - Inverse Appeal,
Psycho Cut,0,Physical,Psychic,EOT,Ranged (6),, 1 Target,,2,3d8+10,Psycho Cut is a Critical Hit on 18-20 during Accuracy Check.,,,,,,,,"Ranged (6), 1 Target",Cool - 2d4 - Round Starter,
Psycho Shift,0,Effect,Psychic,Center,Melee,, 1 Target,,0,-,The user is cured of a Status ailment and the target is given that Status ailment. Psycho Shift cannot miss. Psycho Shift can only be used if the user has a Status ailment and the target does not have the status ailment that is being transferred.,,,,,,,,"Melee, 1 Target",Cool - None - Inversed Appeal,
Psyshock,0,Special,Psychic,EOT,Ranged (4),, 1 Target,,2,3d10+12,"When calculating damage, the target must use their Defense against Psyshock.",,,,,,,,"Ranged (4), 1 Target",Smart - 2d4 - Incentives,
Psystrike,0,Special,Psychic,Center,Ranged (4),, 1 Target,,2,4d12+16,"When calculating damage, the target must use their Defense against Psystrike.",,,,,,,,"Ranged (4), 1 Target",Smart - 2d4 - Incentives,
Role Play,0,Effect,Psychic,OncePerBattle,Ranged (10),, 1 Target,,0,-,Add on of the target's Ability to the user's Abilities for 1+1d8 rounds. Role Play cannot miss.,,,,,,,,"Ranged (10), 1 Target",Cute - 1d4 - Catching Up,
Skill Swap,0,Effect,Psychic,OncePerBattle,Melee,, 1 Target,,0,-,The user loses their Abilities and gains the target's Abilities for the remainder of encounter. The target loses their Abilities and gains the user's Abilities for the remainder of the encounter.,,,,,,,,"Melee, 1 Target",Smart - None - Excitement,
Stored Power,0,Special,Psychic,OncePerBattle,Ranged (10),, 1 Target,,2,1d6+3,"For every Combat Stage the user is above 0, in each stat, add 1d10 to Stored Power's Damage Dice Roll.",,,,,,,,"Ranged (10), 1 Target",Tough - 2d4 - Incentives,
Telekinesis,0,Effect,Psychic,OncePerBattle,Ranged (10),, 1 Target,,0,-,"For 1d4+1 turns, the target is immune to Ground-type Moves and whenever the target is targeted by a Move, the Move's user needs -5 to hit. Telekinesis' effect cannot stack, if a target is already under the effect of Telekinesis, the newest successful instance of Telekinesis replaces the old one. *Grants: Telekinetic",,,,,,,,"Ranged (10), 1 Target",Smart - 3d4 - No Effect,
Power Gem,0,Special,Rock,EOT,Ranged (8),, 1 Target,,2,3d8+10,-,,,,,,,,"Ranged (8), 1 Target",Beauty - 3d4 - No Effect,
Rock Throw,0,Physical,Rock,EOT,Ranged (8),, 1 Target,,4,2d8+6,-,,,,,,,,"Ranged (8), 1 Target",Tough - 3d4 - No Effect,
Smack Down,0,Physical,Rock,OncePerBattle,Ranged (8),, 1 Target,,2,2d8+6,"If the target is Flying-type or is floating because of Magnet Rise, Telekenisis, or Levitate, then the target is no longer immune to Ground-type Moves for 1d4+1 turns.",,,,,,,,"Ranged (8), 1 Target",Tough - 3d4 - No Effect,
Stone Edge,0,Physical,Rock,OncePerBattle,Ranged (8),, 1 Target,,5,4d12+16,Stone Edge is a Critical Hit on 17-20 during Accuracy Check.,,,,,,,,"Ranged (8), 1 Target",Tough - 2d4 - Incentives,
Flash Cannon,0,Special,Steel,EOT,Ranged (10),, 1 Target,,2,3d10+12,Flash Cannon lowers the target's Special Defense 1 Combat Stage on 17-20 during Accuracy Check.,,,,,,,,"Ranged (10), 1 Target",Smart - 2d4 - Round Starter,
Gyro Ball,0,Physical,Steel,Center,Ranged (6),, 1 Target,,0,1d12+6,"For every 10 Speed the target is above the user, add 1d12 to the Damage dice Roll. Gyro Ball cannot miss.",,,,,,,,"Ranged (6), 1 Target",Beauty - 2d4 - Final Appeal,
Heavy Slam,0,Physical,Steel,OncePerBattle,Melee,, 1 Target,,2,See Effect,"If the user is in the same Weight Class as the target, use 1d12+6 for Damage Dice Roll; if the user is one Weight Class higher than the target, use 2d10+8; if the user is two Weight Classes higher than the target, use 3d10+12; if three classes, 4d12+16; if four classes, 5d12+18.",,,,,,,,"Melee, 1 Target",Tough - 2d4 - Incentives,
Magnet Bomb,0,Physical,Steel,EOT,Ranged (8),, 1 Target,,0,2d10+8,Magnet Bomb cannot miss. *Grants: Magnetic,,,,,,,,"Ranged (8), 1 Target",Cool - 3d4 - No Effect,
Brine,0,Special,Water,OncePerBattle,Ranged (6),, 1 Target,,2,3d8+10,"If the target is below 50% HP, Brine deals 5d12+22 instead for Damage Dice Roll.",,,,,,,,"Ranged (6), 1 Target",Smart - 2d4 - Incentives,
Bubble,0,Special,Water,At-Will,Ranged (8),, 1 Target,,2,1d6+3,Bubble lowers the target's Speed on 16-20 during Accuracy Check.,,,,,,,,"Ranged (8), 1 Target",Cute - 2d4 - Slow Set,
Octazooka,0,Special,Water,OncePerBattle,Ranged (8),, 1 Target,,4,3d8+10,All Legal Targets must roll +1 during Accuracy Checks to hit on 11-20 during Accuracy Check.,,,,,,,,"Ranged (8), 1 Target",Tough - 2d4 - Incentives,
Scald,0,Special,Water,EOT,Ranged (5),, 1 Target,,2,3d10+12,Scald Burns the target on 15-20 during Accuracy Check.,,,,,,,,"Ranged (5), 1 Target",Smart - 3d4 - No Effect,
Soak,0,Effect,Water,OncePerBattle,Ranged (5),, 1 Target,,2,-,"For 1d4+1 turns, the target's Elemental Type(s), become(s) Water Type.",,,,,,,,"Ranged (5), 1 Target",Beauty - None - Torrential Appeal,
Water Gun,0,Special,Water,At-Will,Ranged (10),, 1 Target,,2,1d12+6,*Grants: Fountain,,,,,,,,"Ranged (10), 1 Target",Cute - 3d4 - No Effect,
Acupressure,0,Effect,Normal,EOT,Melee,, 1 Target or Target Self,,2,-,"Roll 1d6. On a result of 1, raise the target's Attack 2 Combat Stages. On a result of 2, raise the target's Defense 2 Combat Stages. On a result of 3, raise the target's Special Attack 2 Combat Stages. On a result of 4, raise the target's Special Defense 2 Combat Stages. On a result of 5, raise the target's Speed 2 Combat Stages. On a result of 6, the target needs -2 to hit during Accuracy Checks.",,,,,,,,"Melee, 1 Target or Target Self",Cool - None - Get Ready!,
Heart Swap,0,Effect,Psychic,Center,Ranged (25),, 2 Targets,,0,-,"The targets trade their Combat Stages, both positive and negative.",,,,,,,,"Ranged (25), 2 Targets",Cool - None - Inversed Appeal,
Trick,0,Effect,Psychic,OncePerBattle,Ranged (5),, 2 Targets,,2,-,"Both targets must be hit for Trick to succeed. If Trick targets the user, you do not need to roll an Accuracy Check for the user. Both targets lose their Held Item, and gain the other target's Held Item. If a target has no Held Item, the still can gain the other target's Held Item.",,,,,,,,"Ranged (5), 2 Targets",Smart - None - Attention Grabber,
Fusion Bolt,0,Physical,Electric,Center,Ranged (10),, Column,,2,4d12+16,"Fusion Bolt creates a 4-meter Column. If an opponent in this, or the last, round of the encounter used Fusion Flare, Fusion Bolt deals an additional 8d12 in Damage Dice Roll.",,,,,,,,"Ranged (10), Column",Beauty - 2d4 - Seen Nothing Yet,
Safeguard,0,Effect,Normal,At-Will,Ranged (2), Wall, No Target,,0,-,"Place 10-meters of Wall that can be passed through and attacked through. If the effect of a Move that targets through any Walls of Safeguard cause a Status Affliction, they cannot cause a Status Affliction. The Walls sustain for 5 rounds.",,,,,,,,"Ranged (2), No Target, Wall",Beauty - 2d4 - Hold That Thought,
Smokescreen,0,Effect,Normal,EOT,Ranged (3), Wall, No Target,,0,-,"Place 5-meters of Wall that can be passed through and attacked through. Smokescreen's Walls must be placed within 3-meters of the user. If anyone's Move tries to target through a Smokescreen wall, they must roll +3 during Accuracy Check to hit. The walls remain for 10 rounds. Brick Break cannot break Smokescreen's Walls.",,,,,,,,"Ranged (3), No Target, Wall",Smart - 2d4 - Unsettling,
Kinesis,0,Effect,Psychic,EOT,Ranged (3), Wall, No Target,,0,-,"Place 5-meters of Wall that can be passed through and attacked through. If anyone's Move tries to target through a Kinesis Wall, they must roll +3 during Accuracy Check to hit. The walls remain for 10 rounds. Brick Break cannot break Kinesis' Walls.",,,,,,,,"Ranged (3), No Target, Wall",Smart - None - Get Ready!,
Light Screen,0,Effect,Psychic,EOT,Melee, Wall, No Target,,0,-,"The user may shift while placing Light Screen Walls if their Speed allows for the extra movement. Place 5-meters of Wall that cannot be passed through but may be attacked through. If a Move tries to attack through Light Screen Walls, treat the target as if their Special Defense is raised 2 Combat Stages. This bonus cannot be awarded more then once. The walls sustain for 1d4+1 turns.",,,,,,,,"Melee, No Target, Wall",Beauty - 2d4 - Hold That Thought,
Reflect,0,Effect,Psychic,EOT,Melee, Wall, No Target,,0,-,"The user may shift while placing Reflect Walls if their Speed allows for the extra movement. Place 5-meters of Wall that cannot be passed through but may be attacked through. If a Move tries to attack through Reflect Walls, treat the target as if their Defense is raised 2 Combat Stages. This bonus cannot be awarded more then once. The walls remain for 1d4+1 turns.",,,,,,,,"Melee, No Target, Wall",Smart - 2d4 - Excitement,
Detect,0,Effect,Fighting,Center,Self, Intercept, No Target,,0,-,"If the user is hit by a Move, instead you are not hit by the Move. You do not take any damage nor are you affected by any of the Move's effects. *Grants: Aura",,,,,,,,"Self, No Target, Intercept",Cool - None - Inversed Appeal,
Endure,0,Effect,Normal,Center,Self, Intercept, No Target,,0,-,"If the user is being hit by a damaging Move, you may use Endure. If the Move would bring Endure's user down to 0 HP or less, Endure's user instead is set to 1 HP.",,,,,,,,"Self, No Target, Intercept",Tough - 2d4 - Hold That Thought,
Follow Me,0,Effect,Normal,Center,Self, Intercept, No Target,,0,-,All Foes may only target the user when using a Move until the user is knocked out or switched out. This Effect lasts for one round of combat.,,,,,,,,"Self, No Target, Intercept",Cute - 2d4 - Scrambler,
Protect,0,Effect,Normal,Center,Self, Intercept, No Target,,0,-,"If the user is hit by a Move, instead you are not hit by the Move. You do not take any damage nor are you affected by any of the Move's effects.",,,,,,,,"Self, No Target, Intercept",Cute - None - Inversed Appeal,
Teleport,0,Effect,Psychic,OncePerBattle,Self, Intercept, No Target,,0,-,"Teleport can be used as an Intercept at any time. If used as an Intercept, roll 1d20 and if you don't roll 7 or higher, Teleport fails to activate. The user can shift 1d10+10 meters. They can move through blocking terrain and hindering terrain as if it is regular terrain. Moves that targeted Teleport's user continues through the desired target's space if the Move allows for it. If Teleport fails when used as an Intercept, treat it as if you did not use it for purposes of Frequency.",,,,,,,,"Self, No Target, Intercept",Cool - 2d4 - Quick Set,
Wide Guard,0,Effect,Rock,Center,Self, Intercept, No Target,,0,-,"If a foe uses Move that hits multiple targets and Wide Guard's user is one of the targets you may use Wide Guard as an Interrupt. If a Move would hit the user and one of the user's allies, the Move only hits Wide Guard's user. If the user is hit by a Move this way, the user does not take any damage and is not affected by any other effects the Move has. This Effect lasts for one turn.",,,,,,,,"Self, No Target, Intercept",Tough - None - Inversed Appeal,
Spikes,0,Effect,Ground,At-Will,Ranged (6), Hazard, No Target,,0,-,"Set 10 square meters of Spikes, all 10 meters must be adjacent with at least one other space of Spikes next to each other. Spikes cause all foes to lose 1/8th of their full HP when joining the encounter or getting sent out. If there are 2 Layers of Spikes, the foes lose 1/6th of their full HP. If there are 3 Layers of Spikes, the foes lose 1/4th of their full HP.",,,,,,,,"Ranged (6), No Target, Hazard",Smart - 2d4 - Hold That Thought,
Stealth Rock,0,Effect,Rock,OncePerBattle,Field, Hazard, No Target,,0,-,"Set 5 square meters of Stealth Rock, ""Rocks."" All 5 Rocks must be adjacent with at least one other space of Rocks next to each other. If a foe moves within 10 meters of a space occupied by Rocks, move at most one Rock to the offender, then destory the Rock. When that happens, Stealth Rock causes a foe to lose 1/8th of their full HP. Stealth Rock is considered to be dealing damage. Apply Weakness and Resistance. Do not apply stats. A Pokemon who has been hit by a Stealth Rock Hazard cannot get hit by another in the same encounter until it is returned to a Poke Ball and then sent back out. *Grants: Materializer",,,,,,,,"Field, No Target, Hazard",Cool - 2d4 - Hold That Thought,
Rage Powder,0,Effect,Bug,Center,Ranged (5), Column, No Target,,0,-,Rage Powder creates a Column 1 meter wide. All legal targets may only target the user when using a Move until the user is knocked out or switched out. This Effect lasts for one round of combat.,,,,,,,,"Ranged (5), No Target, Column, Intercept",Smart - 2d4 - Scrambler,
Ingrain,0,Effect,Grass,OncePerBattle,Self, Coat, No Target,,0,-,"Ingrain is a Coat with the following abilities: The user cannot be forced to switch out or flee but they can still be willingly switched out. At the beginning of each of the user's turns, the user gains 1/16th of its full HP. *Grants: Sprouter",,,,,,,,"Self, No Target, Coat",Smart - None - Torrential Appeal,
Focus Energy,0,Effect,Normal,At-Will,Self, Coat, No Target,,0,-,"The user's Moves are Critical Hits on 17-20. If a Move already has an extended Critical Hit range, Focus energy extends that range by -3. Focus Energy's effect cannot be used more then once per encounter unless the user somehow loses the benefit of Focus Energy.",,,,,,,,"Self, No Target, Coat",Cool - None - Get Ready!,
Substitute,0,Effect,Normal,OncePerBattle,Self, Coat, No Target,,0,-,"The user loses 1/4 of their full HP. A Coat is made which has HP equal to the HP lost when using this Move +1. If the user would be hit by a Move, instead the Coat gets hit. Apply weakness, resistance and stats to the Coat. The Coat is immune to Status Afflictions. Substitute cannot be used if the user has less then 1/4 of their full HP.",,,,,,,,"Self, No Target, Coat",Smart - 1d4 - Catching Up,
Aqua Ring,0,Effect,Water,Center,Self, Coat, No Target,,0,-,Aqua Ring covers the user in a Coat that heals the user at the beginning of each of their turns. The user is healed 1/16th of their full HP each turn.,,,,,,,,"Self, No Target, Coat",Beauty - None - Torrential Appeal,
Bug Buzz,0,Special,Bug,OncePerBattle,Ranged (3), Burst, No Target,,2,3d12+14,Bug Buzz creates a 3-meter Burst. Bug Buzz lowers the target's Special Defense 1 Combat Stage on 19-20 during Accuracy Check.,,,,19,,,,"Ranged (3), No Target, Burst",Cute - 2d4 - Incentives,
Dark Pulse,0,Special,Dark,EOT,Ranged (3), Burst, No Target,,2,3d10+12,Dark Pulse creates a 3-meter Burst. Dark Pulse Flinches all Legal Targets on 17-20 during Accuracy Check. *Grants: Aura,,,,17,,Flinches,,"Ranged (3), No Target, Burst",Cool - 2d4 - Round Starter,
Dark Void,0,Effect,Dark,OncePerBattle,Ranged (10), Burst, No Target,,4,-,Dark Void creates a 10-meter Burst. All Legal Targets fall Asleep.,,,,,,,,"Ranged (10), No Target, Burst",Smart - 2d4 - Excitement,
Snarl,0,Special,Dark,EoT,Ranged (5), Burst, No Target,,3,2d10+8,Snarl creates a 5-meter Burst. All Legal Targets have their Special Attack lowered 1 Combat Stage.,,,,,,,,"Ranged (5), No Target, Burst",Cute - 2d4 - Excitement,
Dragon Pulse,0,Special,Dragon,OncePerBattle,Ranged (3), Burst, No Target,,2,3d12+14,Dragon Pulse creates a 3-meter Burst. *Grants: Aura,,,,,,,,"Ranged (3), No Target, Burst",Smart - 2d4 - Incentives,
Roar of Time,0,Special,Dragon,Center,Ranged (10), Burst, No Target,,4,7d10+28,Roar of Time creates a 10-meter Burst. All legal targets are Trapped until they roll a 16-20 saving throw. They may attempt to make this save at any time once per round.,,,,,,,,"Ranged (10), No Target, Burst, Trap, Exhaust",Cool - 2d4 - Seen Nothing Yet,
Discharge,0,Special,Electric,EOT,Ranged (3), Burst, No Target,,2,3d10+12,Discharge creates a 3-meter Burst. Discharge Paralyzes all legal targets on 15-20 during Accuracy Check. *Grants: Zapper,,,,,,,,"Ranged (3), No Target, Burst",Cool - 2d4 - Round Starter,
Eruption,0,Special,Fire,Center,Ranged (10), Burst, No Target,,4,7d10+28,Eruption creates a 10-meter Burst. Eruption may not be performed unless the user has at least 90% of its HP.,,,,,,,,"Ranged (10), No Target, Burst",Beauty - 2d4 - Round Ender,
Heat Wave,0,Special,Fire,OncePerBattle,Ranged (3), Burst, No Target,,4,4d12+16,Heat Wave creates a 3-meter burst. Heat Wave Burns all Legal Targets on 18-20 during Accuracy Check.,,,,,,,,"Ranged (3), No Target, Burst",Beauty - 2d4 - Round Starter,
Overheat,0,Special,Fire,Center,Ranged (2), Burst, No Target,,4,6d12+22,Overheat creates a 2-meter Burst. Lower the user's Special Attack 2 Combat Stages after damage.,,,,,,,,"Ranged (2), No Target, Burst",Beauty - 2d4 - Seen Nothing Yet,
V-Create,0,Physical,Fire,Center,Melee, Burst, No Target,,5,8d10+36,"V-Create creates a 10-meter Burst. Lower the user's Defense 1 Combat Stage, lower the user' Special Defense 1 Combat Stage and lower the user's Speed 1 Combat Stage.",,,,,,,,"Melee, No Target, Burst",Beauty - 2d4 - Seen Nothing Yet,
Grasswhistle,0,Effect,Grass,EOT,Ranged (6), Burst, No Target,,11,-,Grasswhistle creates a 5-meter Burst. All Legal Targets fall Asleep.,,,,,,,,"Ranged (6), No Target, Burst",Smart - 2d4 - Excitement,
Leaf Tornado,0,Special,Grass,OncePerBattle,Ranged (6), Burst, No Target,,4,3d8+10,"Leaf Tornado creates a 2-meter Burst. On 15-20 during Accuracy Check, all Legal Targets must roll 1 higher on Accuracy Checks for the remainder of the combat.",,,,,,,,"Ranged (6), No Target, Burst",Beauty - 1d4 - Good Show!,
Petal Dance,0,Special,Grass,Center,Ranged (3), Burst, No Target,,3,5d12+18,"Petal Dance's user must make another Ranged attack for 1d2 more turns. The attack is identical to Petal Dance except for Petal Dance's effect. Petal Dance creates a 3-meter Burst, but only on the first round of its use. After the first use is declared, Petal Dance targets the nearest Legal Target for its second or third round of use if the original target is unconscious. If potential targets are an equal distance from the user, you may choose the target. After Petal Dance's additional use(s) end(s), the user becomes Confused. For Pokemon users, the additional 1d2 are their Trainer's Command Actions, unless the Trainer is unconscious, in which case the Pokemon acts on its own until finished.",,,,,,,,"Ranged (3), No Target, Burst",Beauty - None - Torrential Appeal,
Bulldoze,0,Physical,Ground,EOT,Ranged (3), Burst, No Target,,2,2d10+8,Bulldoze creates a 3-meter Burst. All Legal Targets are lowered 1 Speed Combat Stage.,,,,,,,,"Ranged (3), No Target, Burst",Cool - 3d4 - No Effect,
Earthquake,0,Physical,Ground,OncePerBattle,Ranged (5), Burst, No Target,,2,4d12+16,Earthquake creates a 5-meter Burst. Earthquake can hit targets using the Move Dig. *Grants: Groundshaper,,,,,,,,"Ranged (5), No Target, Burst",Tough - 2d4 - Round Ender,
Magnitude,0,Physical,Ground,EOT,Ranged (2), Burst, No Target,,2,See Effect,"Magnitude creates a 2-meter Burst. Roll 1d6. On a result of 1, use 1d4 for damage. On a result of 2, use 1d8 for damage. On a result of 3, use 2d8 for damage. On a result of 4, use 2d10 for damage. On a result of 5, use 3d10 for damage. On a result of 6, use 4d10 for damage. Magnitude can hit targets using the Move Dig. *Grants: Groundshaper",,,,,,,,"Ranged (2), No Target, Burst",Tough - 2d4 - Round Ender,
Explosion,0,Physical,Normal,Center,Ranged (7), Burst, No Target,,2,6d20+55,"Explosion creates a 7-meter Burst. The user's HP is set to -50% of their full HP. If the user is above Loyalty 1, their Loyalty is lowered at least 1 stage.",,,,,,,,"Ranged (7), No Target, Burst",Beauty - None - Big Show,
Flash,0,Effect,Normal,EOT,Ranged (4), Burst, No Target,,2,-,Flash creates a 4-meter Burst. Flash makes all Legal Targets need +1 to hit during Accuracy Checks. *Grants: Glow,,,,,,,,"Ranged (4), No Target, Burst",Beauty - 1d4 - Unsettling,
Growl,0,Effect,Normal,At-Will,Ranged (5), Burst, No Target,,2,-,Growl creates a 5-meter Burst. Growl lowers all Legal Targets Attack 1 Combat Stage.,,,,,,,,"Ranged (5), No Target, Burst",Cute - 2d4 - Excitement,
Heal Bell,0,Effect,Normal,Center,Ranged (3), Burst, No Target,,0,-,Heal Bell creates a 3-meter Burst. All targets are cured of any Status ailments. Heal Bell cannot miss.,,,,,,,,"Ranged (3), No Target, Burst",Beauty - None - Reflective Appeal,
Hidden Power,0,Special,Normal,EOT,Ranged (3), Burst, No Target,,2,See Effect,"Hidden Power makes a 3-meter Burst. When a pokemon first obtains the Move Hidden Power, roll 1d4 and 1d20. For the 1d4 roll, a result of 1 makes Hidden Power's Damage Dice Roll 1d12+6; a result of 2 makes the Damage Dice Roll 2d8+6; a result of 3 makes the Damage Dice Roll 2d10+8; a result of 4 makes the Damage Dice Roll 3d8+10. For the 1d20 roll, Hidden Power's Elemental Type will be changed from Normal to Bug on a result of 1; Dark on 2; Dragon on 3; Electric on 4; Fighting on 5; Fire on 6; Flying on 7; Ghost on 8; Grass on 9; Ground on 10; Ice on 11; Normal on 12; Poison on 13; Psychic on 14; Rock on 15; Steel on 16; Water on 17; and on a result of 18-20, reroll the d20. Those become the Hidden Power's permanent stats for that user.",,,,,,,,"Ranged (3), No Target, Burst",Smart - 1d4 - Catching Up,
Lucky Chant,0,Effect,Normal,At-Will,Ranged (4), Burst, No Target,,0,-,"Lucky Chant creates a 4-meter Burst. All allies in the Burst, including the user, take damage from Critical Hits as if they are not Critical Hits for 1d4+1 turns.",,,,,,,,"Ranged (4), No Target, Burst",Cute - 2d4 - Hold That Thought,
Perish Song,0,Effect,Normal,Center,Ranged (15), Burst, No Target,,0,-,"Perish Song creates a 15-meter Burst. Perish Song cannot miss. Perish Song can affect only pokemon. All targets, including the user, receive a Perish Count of 3. At the beginning of each of the target's turns, their Perish count is lowered by 1. Once a Perish Count reaches 0, set the pokemon's HP to 0. A Perish Count disspears if a Pokemon returns to their Poke Ball or is knocked out.",,,,,,,,"Ranged (15), No Target, Burst",Beauty - 2d4 - Unsettling,
Relic Song,0,Special,Normal,OncePerBattle,Ranged (4), Burst, No Target,,2,3d10+12,Relic Song creates a 4-meter Burst. All Legal Targets fall Asleep on 16-20 during Accuracy Check.,,,,,,,,"Ranged (4), No Target, Burst",Beauty - 2d4 - Excitement,
Round,0,Special,Normal,EOT,Ranged (3), Burst, No Target,,2,2d10+8,Round creates a 3-meter Burst. The next Pokemon who uses Round during this round of Combat uses 3d10+16 for Round's Damage Dice Roll. The third or any use after the third use of Round during this round of Combat uses 4d10+24 for Round's Damage Dice Roll.,,,,,,,,"Ranged (3), No Target, Burst",Tough - 2d4 - Reliable,
Screech,0,Effect,Normal,EOT,Ranged (4), Burst, No Target,,4,-,Screech creates a 4-meter Burst. All Legal Targets have their Defense lowered 2 Combat Stages.,,,,,,,,"Ranged (4), No Target, Burst",Smart - 2d4 - Unsettling,
Selfdestruct,0,Physical,Normal,Center,Ranged (4), Burst, No Target,,2,10d10+46,"Selfdestruct creates a 4-meter Burst. The user's HP is set to -50% of their full HP. If the user is above Loyalty 1, their Loyalty is lowered at least 1 stage.",,,,,,,,"Ranged (4), No Target, Burst",Beauty - None - Big Show,
Sing,0,Effect,Normal,OncePerBattle,Ranged (4), Burst, No Target,,11,-,Sing creates a 4-meter Burst. All Legal Targets fall Asleep.,,,,,,,,"Ranged (4), No Target, Burst",Cute - 2d4 - Excitement,
Snore,0,Special,Normal,EOT,Ranged (5), Burst, No Target,,2,1d12+6,Snore creates a 5-meter Burst. Snore Flinches all legal targets on 15-20 during Accuracy Check. Snore can only be used by a Sleeping pokemon.,,,,15,,Flinches,,"Ranged (5), No Target, Burst",Cute - 3d4 - No Effect,
